id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	microglia_1|microglia_1	microglia_1|microglia_2	microglia_1|microglia_3	microglia_1|microglia_4	microglia_1|microglia_5	microglia_1|microglia_6	microglia_1|microglia_8	microglia_1|microglia_9	microglia_1|oligos_7	microglia_1|opcs_2	microglia_1|opcs_9	microglia_2|microglia_1	microglia_2|microglia_2	microglia_2|microglia_3	microglia_2|microglia_4	microglia_2|microglia_5	microglia_2|microglia_6	microglia_2|microglia_8	microglia_2|microglia_9	microglia_2|oligos_7	microglia_2|opcs_2	microglia_2|opcs_9	microglia_3|microglia_1	microglia_3|microglia_2	microglia_3|microglia_3	microglia_3|microglia_4	microglia_3|microglia_5	microglia_3|microglia_6	microglia_3|microglia_8	microglia_3|microglia_9	microglia_3|oligos_7	microglia_3|opcs_2	microglia_3|opcs_9	microglia_4|microglia_1	microglia_4|microglia_2	microglia_4|microglia_3	microglia_4|microglia_4	microglia_4|microglia_5	microglia_4|microglia_6	microglia_4|microglia_8	microglia_4|microglia_9	microglia_4|oligos_7	microglia_4|opcs_2	microglia_4|opcs_9	microglia_5|microglia_1	microglia_5|microglia_2	microglia_5|microglia_3	microglia_5|microglia_4	microglia_5|microglia_5	microglia_5|microglia_6	microglia_5|microglia_8	microglia_5|microglia_9	microglia_5|oligos_7	microglia_5|opcs_2	microglia_5|opcs_9	microglia_6|microglia_1	microglia_6|microglia_2	microglia_6|microglia_3	microglia_6|microglia_4	microglia_6|microglia_5	microglia_6|microglia_6	microglia_6|microglia_8	microglia_6|microglia_9	microglia_6|oligos_7	microglia_6|opcs_2	microglia_6|opcs_9	microglia_8|microglia_1	microglia_8|microglia_2	microglia_8|microglia_3	microglia_8|microglia_4	microglia_8|microglia_5	microglia_8|microglia_6	microglia_8|microglia_8	microglia_8|microglia_9	microglia_8|oligos_7	microglia_8|opcs_2	microglia_8|opcs_9	microglia_9|microglia_1	microglia_9|microglia_2	microglia_9|microglia_3	microglia_9|microglia_4	microglia_9|microglia_5	microglia_9|microglia_6	microglia_9|microglia_8	microglia_9|microglia_9	microglia_9|oligos_7	microglia_9|opcs_2	microglia_9|opcs_9	oligos_7|microglia_1	oligos_7|microglia_2	oligos_7|microglia_3	oligos_7|microglia_4	oligos_7|microglia_5	oligos_7|microglia_6	oligos_7|microglia_8	oligos_7|microglia_9	oligos_7|oligos_7	oligos_7|opcs_2	oligos_7|opcs_9	opcs_2|microglia_1	opcs_2|microglia_2	opcs_2|microglia_3	opcs_2|microglia_4	opcs_2|microglia_5	opcs_2|microglia_6	opcs_2|microglia_8	opcs_2|microglia_9	opcs_2|oligos_7	opcs_2|opcs_2	opcs_2|opcs_9	opcs_9|microglia_1	opcs_9|microglia_2	opcs_9|microglia_3	opcs_9|microglia_4	opcs_9|microglia_5	opcs_9|microglia_6	opcs_9|microglia_8	opcs_9|microglia_9	opcs_9|oligos_7	opcs_9|opcs_2	opcs_9|opcs_9
CPI-SS09375CA29	ADGRL1_NRG1	simple:O94910	simple:Q02297	ENSG00000072071	ENSG00000157168	True	True	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS0B02DE712	EGFR_NRG1	simple:P00533	simple:Q02297	ENSG00000146648	ENSG00000157168	True	True	True	I2D,IMEx,InnateDB-All,IntAct	False	1.504																																																																																																																									
CPI-SS016EE0084	PDCD1_CD274	simple:Q15116	simple:Q9NZQ7	ENSG00000188389	ENSG00000120217	False	True	True	curated	False	1.504																																																																																																																									
CPI-SS0273C9AED	KDR_VEGFC	simple:P35968	simple:P49767	ENSG00000128052	ENSG00000150630	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS03E450F99	EFNA1_EPHA7	simple:P20827	simple:Q15375	ENSG00000169242	ENSG00000135333	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0F81DBF22	EFNA4_EPHA7	simple:P52798	simple:Q15375	ENSG00000243364	ENSG00000135333	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS07BECB892	EPHA2_EFNA3	simple:P29317	simple:P52797	ENSG00000142627	ENSG00000143590	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	ENSG00000125266	ENSG00000154928	False	True	True	curated	False	1.504																																																																																																																									
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	ENSG00000125266	ENSG00000182580	False	True	True	curated	False	1.504																																																																																																																									
CPI-SS0BEAB521F	EPHA3_EFNA5	simple:P29320	simple:P52803	ENSG00000044524	ENSG00000184349	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	ENSG00000142627	ENSG00000184349	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	ENSG00000133216	ENSG00000184349	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS08D0F9109	EFNB2_EPHB4	simple:P52799	simple:P54760	ENSG00000125266	ENSG00000196411	False	True	True	curated	False	1.504																																																																																																																									
CPI-SS0865716E5	EPHB4_EFNB3	simple:P54760	simple:Q15768	ENSG00000196411	ENSG00000108947	False	True	True	curated	False	1.504																																																																																																																									
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	ENSG00000196411	ENSG00000090776	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	ENSG00000133216	ENSG00000125266	False	True	True	curated	False	1.504																																																																																																																									
CPI-SC090068F7B	TSLP_TSLPR	simple:Q969D9	complex:TSLPR	ENSG00000145777		True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ENSG00000091879	ENSG00000120156	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	ENSG00000170381	ENSG00000004399	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0EB5364D4	RSPO3_LGR6	simple:Q9BXY4	simple:Q9HBX8	ENSG00000146374	ENSG00000133067	True	False	True	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS0E5397537	RSPO1_LGR6	simple:Q2MKA7	simple:Q9HBX8	ENSG00000169218	ENSG00000133067	True	False	True	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	ENSG00000169218	ENSG00000205213	True	False	True	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS02572E1EF	NRG1_LGR4	simple:Q02297	simple:Q9BXB1	ENSG00000157168	ENSG00000205213	True	True	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	ENSG00000157168	ENSG00000171208	True	True	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	ENSG00000157168	ENSG00000105699	True	True	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS0AB0604B5	EPHA3_EFNA3	simple:P29320	simple:P52797	ENSG00000044524	ENSG00000143590	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	ENSG00000157168	ENSG00000178568	True	True	True	curated	False	1.504																																																																																																																									
CPI-SS09F973C1A	EPHA2_EFNA4	simple:P29317	simple:P52798	ENSG00000142627	ENSG00000243364	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS079DDF890	TNFSF12_TNFRSF25	simple:O43508	simple:Q93038	ENSG00000239697	ENSG00000215788	True	False	True	I2D	False	1.504																																																																																																																									
CPI-SS03A3EE72E	FLT4_PDGFC	simple:P35916	simple:Q9NRA1	ENSG00000037280	ENSG00000145431	True	True	False	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	ENSG00000134853	ENSG00000145431	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS02A170A99	SPN_SIGLEC1	simple:P16150	simple:Q9BZZ2	ENSG00000197471	ENSG00000088827	True	False	False	curated	False	1.504																																																																																																																									
CPI-SS06B94F144	NPR2_NPPC	simple:P20594	simple:P23582	ENSG00000159899	ENSG00000163273	True	True	False	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS0EB4002A2	NPR3_NPPC	simple:P17342	simple:P23582	ENSG00000113389	ENSG00000163273	True	True	False	I2D,InnateDB-All	False	1.504																																																																																																																									
CPI-SS0A1864A37	NPR1_NPPC	simple:P16066	simple:P23582	ENSG00000169418	ENSG00000163273	True	True	False	InnateDB-All	False	1.504																																																																																																																									
CPI-SS0D954EA1C	PDGFRB_PDGFD	simple:P09619	simple:Q9GZP0	ENSG00000113721	ENSG00000170962	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS056FF4363	CD48_CD244	simple:P09326	simple:Q9BZW8	ENSG00000117091	ENSG00000122223	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS061A7E099	CD55_ADGRE5	simple:P08174	simple:P48960	ENSG00000196352	ENSG00000123146	True	True	True	curated	False	1.504																																																																																																																									
CPI-SS0DFA98A14	CSF1R_IL34	simple:P07333	simple:Q6ZMJ4	ENSG00000182578	ENSG00000157368	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0DC2A6D35	IL6_HRH1	simple:P05231	simple:P35367	ENSG00000136244	ENSG00000196639	True	False	True	IMEx,InnateDB-All,IntAct	False	1.504																																																																																																																									
CPI-SS0C6448B94	IL1B_ADRB2	simple:P01584	simple:P07550	ENSG00000125538	ENSG00000169252	True	False	True	I2D	False	1.504																																																																																																																									
CPI-SS03E273233	ADORA2A_ENTPD1	simple:P29274	simple:P49961	ENSG00000128271	ENSG00000138185	False	True	False	curated	False	1.504																																																																																																																									
CPI-SS03E48EFEA	C3_C3AR1	simple:P01024	simple:Q16581	ENSG00000125730	ENSG00000171860	True	False	True	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS0A874F65F	LGR4_RSPO3	simple:Q9BXB1	simple:Q9BXY4	ENSG00000205213	ENSG00000146374	True	True	False	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS082AD7B6A	FZD6_WNT5A	simple:O60353	simple:P41221	ENSG00000164930	ENSG00000114251	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	ENSG00000112715	ENSG00000102755	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS08A819670	CD70_GPRC5B	simple:P32970	simple:Q9NZH0	ENSG00000125726	ENSG00000167191	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	ENSG00000239697	ENSG00000006327	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS041888D39	EPHA3_EFNA4	simple:P29320	simple:P52798	ENSG00000044524	ENSG00000243364	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0D5DBB634	EFNA3_EPHA7	simple:P52797	simple:Q15375	ENSG00000143590	ENSG00000135333	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	ENSG00000107562	ENSG00000121966	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS091B461CB	ACKR2_CCL28	simple:O00590	simple:Q9NRJ3	ENSG00000144648	ENSG00000151882	True	True	False	I2D	False	1.504																																																																																																																									
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000204301	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000204301	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	ENSG00000101384	ENSG00000134250	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS0A683CBC1	WNT7B_FZD10	simple:P56706	simple:Q9ULW2	ENSG00000188064	ENSG00000111432	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0A69F13A3	WNT4_SMO	simple:P56705	simple:Q99835	ENSG00000162552	ENSG00000128602	True	False	True	I2D	False	1.504																																																																																																																									
CPI-SS0D1AE5C79	FGFR3_EPHA4	simple:P22607	simple:P54764	ENSG00000068078	ENSG00000116106	True	True	True	I2D,InnateDB-All	False	1.504																																																																																																																									
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	ENSG00000125266	ENSG00000116106	False	True	True	curated	False	1.504																																																																																																																									
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	ENSG00000184349	ENSG00000116106	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS0659DBE72	EFNA4_EPHA4	simple:P52798	simple:P54764	ENSG00000243364	ENSG00000116106	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	ENSG00000143590	ENSG00000116106	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS0EBFE1854	EFNA1_EPHA4	simple:P20827	simple:P54764	ENSG00000169242	ENSG00000116106	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0898D7F7F	TNFRSF10B_TNFSF10	simple:O14763	simple:P50591	ENSG00000120889	ENSG00000121858	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0AD0ED887	TNFRSF11B_TNFSF10	simple:O00300	simple:P50591	ENSG00000164761	ENSG00000121858	True	False	False	curated	False	1.504																																																																																																																									
CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	ENSG00000114251	ENSG00000185483	True	False	True	IMEx	False	1.504																																																																																																																									
CPI-SS002673EFE	WNT5A_FZD3	simple:P41221	simple:Q9NPG1	ENSG00000114251	ENSG00000104290	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	ENSG00000114251	ENSG00000169071	True	False	True	I2D	False	1.504																																																																																																																									
CPI-SS0331C5A49	GDF11_ANTXR1	simple:O95390	simple:Q9H6X2	ENSG00000135414	ENSG00000169604	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS0C56C483F	WNT5A_ANTXR1	simple:P41221	simple:Q9H6X2	ENSG00000114251	ENSG00000169604	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS028688B7B	EFNA5_EPHA7	simple:P52803	simple:Q15375	ENSG00000184349	ENSG00000135333	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	ENSG00000198719	ENSG00000074181	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS05B92CCC4	CCR3_CCL28	simple:P51677	simple:Q9NRJ3	ENSG00000183625	ENSG00000151882	True	True	False	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	ENSG00000101384	ENSG00000074181	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	ENSG00000128917	ENSG00000074181	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS0CBA3DA0D	CCR3_CCL7	simple:P51677	simple:P80098	ENSG00000183625	ENSG00000108688	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS008EB600F	CCR2_CCL7	simple:P41597	simple:P80098	ENSG00000121807	ENSG00000108688	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0ADA38C78	ACKR2_CCL7	simple:O00590	simple:P80098	ENSG00000144648	ENSG00000108688	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0DA291AD9	GPR75_CCL5	simple:O95800	simple:P13501	ENSG00000119737	ENSG00000271503	True	True	False	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SS0AE4CF4E7	ACKR2_CCL5	simple:O00590	simple:P13501	ENSG00000144648	ENSG00000271503	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS03165AD8C	ACKR2_CCL2	simple:O00590	simple:P13500	ENSG00000144648	ENSG00000108691	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0AFE077D8	ACKR2_CCL4	simple:O00590	simple:P13236	ENSG00000144648	ENSG00000275302	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS04318D03E	ACKR2_CCL3	simple:O00590	simple:P10147	ENSG00000144648	ENSG00000277632	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	ENSG00000184349	ENSG00000145242	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS0008137B6	EFNA4_EPHA5	simple:P52798	simple:P54756	ENSG00000243364	ENSG00000145242	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS079EF5D9C	EFNA3_EPHA5	simple:P52797	simple:P54756	ENSG00000143590	ENSG00000145242	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS0762B455F	EFNA1_EPHA5	simple:P20827	simple:P54756	ENSG00000169242	ENSG00000145242	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS09CA492BA	EFNA1_EPHA3	simple:P20827	simple:P29320	ENSG00000169242	ENSG00000044524	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0C875BA24	EFNA2_EPHA3	simple:O43921	simple:P29320	ENSG00000099617	ENSG00000044524	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	ENSG00000169242	ENSG00000142627	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS0A81A3626	WNT7A_LDLR	simple:O00755	simple:P01130	ENSG00000154764	ENSG00000130164	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS0C412B7DE	CD70_TNFRSF17	simple:P32970	simple:Q02223	ENSG00000125726	ENSG00000048462	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	ENSG00000112715	ENSG00000128052	True	False	True	curated	False	1.504																																																																																																																									
CPI-SS035E5A708	DLL3_NOTCH3	simple:Q9NYJ7	simple:Q9UM47	ENSG00000090932	ENSG00000074181	False	False	True	curated	False	1.504																																																																																																																									
CPI-SS0F21DBF93	SCGB3A1_NOTCH3	simple:Q96QR1	simple:Q9UM47	ENSG00000161055	ENSG00000074181	True	False	True	InnateDB-All	False	1.504																																																																																																																									
CPI-SC047CEF2DD	CRLF2_TSLPR	simple:Q9HC73	complex:TSLPR	ENSG00000205755		True	True	True	curated	False	1.504																																																																																																																									
